"","X","yarbus_file","trial","interest_period","subject","session","aoi","fixation_time","breed","age","sex","neutering_status","birth_date","test_date","condition","baited_side","correct","chosen_side","dark_green_bowl_side","ET_data","comment","chosen_bowl","correct_bowl","ip_duration","prop_fixation_time","experimenter"
"5999",5999,"mobileET_ostension_emil_s2_yarbus",5,"addressing","Emil9",1,"face",258,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",467,0.552462526766595,"kg"
"6000",6000,"mobileET_ostension_emil_s2_yarbus",5,"addressing","Emil9",1,"dark_green_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",467,0,"kg"
"6001",6001,"mobileET_ostension_emil_s2_yarbus",5,"addressing","Emil9",1,"hand",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",467,0,"kg"
"6002",6002,"mobileET_ostension_emil_s2_yarbus",5,"addressing","Emil9",1,"hand/brightg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",467,0,"kg"
"6003",6003,"mobileET_ostension_emil_s2_yarbus",5,"addressing","Emil9",1,"handler",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",467,0,"kg"
"6004",6004,"mobileET_ostension_emil_s2_yarbus",5,"addressing","Emil9",1,"bright_green_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",467,0,"kg"
"6005",6005,"mobileET_ostension_emil_s2_yarbus",5,"addressing","Emil9",1,"torso",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",467,0,"kg"
"6006",6006,"mobileET_ostension_emil_s2_yarbus",5,"addressing","Emil9",1,"hand/darkg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",467,0,"kg"
"6007",6007,"mobileET_ostension_emil_s2_yarbus",5,"baiting","Emil9",1,"occluder",1366,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6206,0.220109571382533,"kg"
"6008",6008,"mobileET_ostension_emil_s2_yarbus",5,"baiting","Emil9",1,"handler",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6206,0,"kg"
"6009",6009,"mobileET_ostension_emil_s2_yarbus",5,"baiting","Emil9",1,"torso",1041,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6206,0.167740895907187,"kg"
"6010",6010,"mobileET_ostension_emil_s2_yarbus",5,"baiting","Emil9",1,"open_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6206,0,"kg"
"6011",6011,"mobileET_ostension_emil_s2_yarbus",5,"baiting","Emil9",1,"legs",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6206,0,"kg"
"6012",6012,"mobileET_ostension_emil_s2_yarbus",5,"baiting","Emil9",1,"hand/darkg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6206,0,"kg"
"6013",6013,"mobileET_ostension_emil_s2_yarbus",5,"baiting","Emil9",1,"hand",2084,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6206,0.335804060586529,"kg"
"6014",6014,"mobileET_ostension_emil_s2_yarbus",5,"baiting","Emil9",1,"bright_green_bowl",470,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6206,0.0757331614566548,"kg"
"6015",6015,"mobileET_ostension_emil_s2_yarbus",5,"baiting","Emil9",1,"face",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6206,0,"kg"
"6016",6016,"mobileET_ostension_emil_s2_yarbus",5,"baiting","Emil9",1,"hand/brightg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6206,0,"kg"
"6017",6017,"mobileET_ostension_emil_s2_yarbus",5,"baiting","Emil9",1,"dark_green_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6206,0,"kg"
"6018",6018,"mobileET_ostension_emil_s2_yarbus",5,"bowl_displacement","Emil9",1,"face",312,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0.0677524429967427,"kg"
"6019",6019,"mobileET_ostension_emil_s2_yarbus",5,"bowl_displacement","Emil9",1,"hand/brightg_bowl",1041,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0.226058631921824,"kg"
"6020",6020,"mobileET_ostension_emil_s2_yarbus",5,"bowl_displacement","Emil9",1,"dark_green_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"kg"
"6021",6021,"mobileET_ostension_emil_s2_yarbus",5,"bowl_displacement","Emil9",1,"handler",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"kg"
"6022",6022,"mobileET_ostension_emil_s2_yarbus",5,"bowl_displacement","Emil9",1,"hand",890,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0.193268186753529,"kg"
"6023",6023,"mobileET_ostension_emil_s2_yarbus",5,"bowl_displacement","Emil9",1,"legs",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"kg"
"6024",6024,"mobileET_ostension_emil_s2_yarbus",5,"bowl_displacement","Emil9",1,"hand/darkg_bowl",936,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0.203257328990228,"kg"
"6025",6025,"mobileET_ostension_emil_s2_yarbus",5,"bowl_displacement","Emil9",1,"bright_green_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"kg"
"6026",6026,"mobileET_ostension_emil_s2_yarbus",5,"bowl_displacement","Emil9",1,"torso",266,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0.0577633007600434,"kg"
"6027",6027,"mobileET_ostension_emil_s2_yarbus",5,"bowl_displacement","Emil9",1,"open_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"kg"
"6028",6028,"mobileET_ostension_emil_s2_yarbus",5,"bowl_displacement","Emil9",1,"occluder",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"kg"
"6029",6029,"mobileET_ostension_emil_s2_yarbus",5,"choice","Emil9",1,"bright_green_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3904,0,"kg"
"6030",6030,"mobileET_ostension_emil_s2_yarbus",5,"choice","Emil9",1,"legs",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3904,0,"kg"
"6031",6031,"mobileET_ostension_emil_s2_yarbus",5,"choice","Emil9",1,"face",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3904,0,"kg"
"6032",6032,"mobileET_ostension_emil_s2_yarbus",5,"choice","Emil9",1,"dark_green_bowl",335,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3904,0.0858094262295082,"kg"
"6033",6033,"mobileET_ostension_emil_s2_yarbus",5,"choice","Emil9",1,"hand/darkg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3904,0,"kg"
"6034",6034,"mobileET_ostension_emil_s2_yarbus",5,"choice","Emil9",1,"torso",1560,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3904,0.399590163934426,"kg"
"6035",6035,"mobileET_ostension_emil_s2_yarbus",5,"choice","Emil9",1,"handler",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3904,0,"kg"
"6036",6036,"mobileET_ostension_emil_s2_yarbus",5,"choice","Emil9",1,"occluder",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3904,0,"kg"
"6037",6037,"mobileET_ostension_emil_s2_yarbus",5,"choice","Emil9",1,"hand",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3904,0,"kg"
"6038",6038,"mobileET_ostension_emil_s2_yarbus",5,"choice","Emil9",1,"open_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3904,0,"kg"
"6039",6039,"mobileET_ostension_emil_s2_yarbus",5,"choice","Emil9",1,"hand/brightg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3904,0,"kg"
"6040",6040,"mobileET_ostension_emil_s2_yarbus",5,"signaling","Emil9",1,"hand/brightg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3770,0,"kg"
"6041",6041,"mobileET_ostension_emil_s2_yarbus",5,"signaling","Emil9",1,"bright_green_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3770,0,"kg"
"6042",6042,"mobileET_ostension_emil_s2_yarbus",5,"signaling","Emil9",1,"handler",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3770,0,"kg"
"6043",6043,"mobileET_ostension_emil_s2_yarbus",5,"signaling","Emil9",1,"hand",402,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3770,0.106631299734748,"kg"
"6044",6044,"mobileET_ostension_emil_s2_yarbus",5,"signaling","Emil9",1,"open_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3770,0,"kg"
"6045",6045,"mobileET_ostension_emil_s2_yarbus",5,"signaling","Emil9",1,"legs",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3770,0,"kg"
"6046",6046,"mobileET_ostension_emil_s2_yarbus",5,"signaling","Emil9",1,"face",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3770,0,"kg"
"6047",6047,"mobileET_ostension_emil_s2_yarbus",5,"signaling","Emil9",1,"hand/darkg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3770,0,"kg"
"6048",6048,"mobileET_ostension_emil_s2_yarbus",5,"signaling","Emil9",1,"occluder",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3770,0,"kg"
"6049",6049,"mobileET_ostension_emil_s2_yarbus",5,"signaling","Emil9",1,"dark_green_bowl",166,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3770,0.0440318302387268,"kg"
"6050",6050,"mobileET_ostension_emil_s2_yarbus",5,"signaling","Emil9",1,"torso",1884,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3770,0.49973474801061,"kg"
"6051",6051,"mobileET_ostension_emil_s2_yarbus",6,"addressing","Emil9",1,"legs",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",567,0,"kg"
"6052",6052,"mobileET_ostension_emil_s2_yarbus",6,"addressing","Emil9",1,"open_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",567,0,"kg"
"6053",6053,"mobileET_ostension_emil_s2_yarbus",6,"addressing","Emil9",1,"bright_green_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",567,0,"kg"
"6054",6054,"mobileET_ostension_emil_s2_yarbus",6,"addressing","Emil9",1,"handler",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",567,0,"kg"
"6055",6055,"mobileET_ostension_emil_s2_yarbus",6,"addressing","Emil9",1,"hand/brightg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",567,0,"kg"
"6056",6056,"mobileET_ostension_emil_s2_yarbus",6,"addressing","Emil9",1,"hand",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",567,0,"kg"
"6057",6057,"mobileET_ostension_emil_s2_yarbus",6,"addressing","Emil9",1,"occluder",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",567,0,"kg"
"6058",6058,"mobileET_ostension_emil_s2_yarbus",6,"addressing","Emil9",1,"hand/darkg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",567,0,"kg"
"6059",6059,"mobileET_ostension_emil_s2_yarbus",6,"addressing","Emil9",1,"torso",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",567,0,"kg"
"6060",6060,"mobileET_ostension_emil_s2_yarbus",6,"addressing","Emil9",1,"dark_green_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",567,0,"kg"
"6061",6061,"mobileET_ostension_emil_s2_yarbus",6,"addressing","Emil9",1,"face",334,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",567,0.589065255731922,"kg"
"6062",6062,"mobileET_ostension_emil_s2_yarbus",6,"baiting","Emil9",1,"dark_green_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6306,0,"kg"
"6063",6063,"mobileET_ostension_emil_s2_yarbus",6,"baiting","Emil9",1,"bright_green_bowl",368,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6306,0.0583571202029813,"kg"
"6064",6064,"mobileET_ostension_emil_s2_yarbus",6,"baiting","Emil9",1,"hand/brightg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6306,0,"kg"
"6065",6065,"mobileET_ostension_emil_s2_yarbus",6,"baiting","Emil9",1,"hand",1578,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6306,0.25023786869648,"kg"
"6066",6066,"mobileET_ostension_emil_s2_yarbus",6,"baiting","Emil9",1,"torso",904,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6306,0.143355534411671,"kg"
"6067",6067,"mobileET_ostension_emil_s2_yarbus",6,"baiting","Emil9",1,"handler",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6306,0,"kg"
"6068",6068,"mobileET_ostension_emil_s2_yarbus",6,"baiting","Emil9",1,"legs",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6306,0,"kg"
"6069",6069,"mobileET_ostension_emil_s2_yarbus",6,"baiting","Emil9",1,"face",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6306,0,"kg"
"6070",6070,"mobileET_ostension_emil_s2_yarbus",6,"baiting","Emil9",1,"open_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6306,0,"kg"
"6071",6071,"mobileET_ostension_emil_s2_yarbus",6,"baiting","Emil9",1,"occluder",542,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6306,0.0859498889946083,"kg"
"6072",6072,"mobileET_ostension_emil_s2_yarbus",6,"baiting","Emil9",1,"hand/darkg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",6306,0,"kg"
"6073",6073,"mobileET_ostension_emil_s2_yarbus",6,"bowl_displacement","Emil9",1,"open_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4805,0,"kg"
"6074",6074,"mobileET_ostension_emil_s2_yarbus",6,"bowl_displacement","Emil9",1,"torso",906,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4805,0.188553590010406,"kg"
"6075",6075,"mobileET_ostension_emil_s2_yarbus",6,"bowl_displacement","Emil9",1,"dark_green_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4805,0,"kg"
"6076",6076,"mobileET_ostension_emil_s2_yarbus",6,"bowl_displacement","Emil9",1,"bright_green_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4805,0,"kg"
"6077",6077,"mobileET_ostension_emil_s2_yarbus",6,"bowl_displacement","Emil9",1,"handler",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4805,0,"kg"
"6078",6078,"mobileET_ostension_emil_s2_yarbus",6,"bowl_displacement","Emil9",1,"occluder",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4805,0,"kg"
"6079",6079,"mobileET_ostension_emil_s2_yarbus",6,"bowl_displacement","Emil9",1,"legs",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4805,0,"kg"
"6080",6080,"mobileET_ostension_emil_s2_yarbus",6,"bowl_displacement","Emil9",1,"face",170,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4805,0.0353798126951093,"kg"
"6081",6081,"mobileET_ostension_emil_s2_yarbus",6,"bowl_displacement","Emil9",1,"hand/darkg_bowl",404,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4805,0.0840790842872008,"kg"
"6082",6082,"mobileET_ostension_emil_s2_yarbus",6,"bowl_displacement","Emil9",1,"hand/brightg_bowl",1069,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4805,0.222476586888658,"kg"
"6083",6083,"mobileET_ostension_emil_s2_yarbus",6,"bowl_displacement","Emil9",1,"hand",670,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4805,0.139438085327784,"kg"
"6084",6084,"mobileET_ostension_emil_s2_yarbus",6,"choice","Emil9",1,"hand/brightg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3303,0,"kg"
"6085",6085,"mobileET_ostension_emil_s2_yarbus",6,"choice","Emil9",1,"hand",101,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3303,0.0305782621858916,"kg"
"6086",6086,"mobileET_ostension_emil_s2_yarbus",6,"choice","Emil9",1,"hand/darkg_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3303,0,"kg"
"6087",6087,"mobileET_ostension_emil_s2_yarbus",6,"choice","Emil9",1,"torso",136,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3303,0.0411746896760521,"kg"
"6088",6088,"mobileET_ostension_emil_s2_yarbus",6,"choice","Emil9",1,"dark_green_bowl",708,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3303,0.214350590372389,"kg"
"6089",6089,"mobileET_ostension_emil_s2_yarbus",6,"choice","Emil9",1,"face",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3303,0,"kg"
"6090",6090,"mobileET_ostension_emil_s2_yarbus",6,"choice","Emil9",1,"bright_green_bowl",201,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3303,0.0608537693006358,"kg"
"6091",6091,"mobileET_ostension_emil_s2_yarbus",6,"choice","Emil9",1,"open_bowl",0,"poodle",24,"m","unneutered","16/09/2020","26/09/2022","p+g","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3303,0,"kg"
